a_key	a_name	b_key	b_name	signal	score	verdict	basis_relations
לשכת רישומ מקרקעינ	לשכת רישום מקרקעין	לשכת רשמ המקרקעינ	לשכת רשם המקרקעין	translated	0.926	DIFFERENT	
סעיפ 46 לתקנות הנלוות לאמנת האג (1907)	סעיף 46 לתקנות הנלוות לאמנת האג (1907)	תקנות הנלוות לאמנת האג (1907)	תקנות הנלוות לאמנת האג (1907)	translated	0.926	DIFFERENT	
עיקרונ צמידות הדופנ	עיקרון צמידות הדופן	צמידות הדופנ	צמידות הדופן	translated	0.926	DIFFERENT	
צו הפקעה 1/02	צו הפקעה 1/02	צו הפקעה 1/88	צו הפקעה 1/88	translated	0.926	DIFFERENT	
שטח אש 90	שטח אש 90	שטח אש 904א'	שטח אש 904א׳	translated	0.926	DIFFERENT	
בנייה בהתנחלויות	בנייה בהתנחלויות	תוכניות בנייה בהתנחלויות	תוכניות בנייה בהתנחלויות	translated	0.926	DIFFERENT	
הכפרימ הפלסטיניימ	הכפרים הפלסטיניים	תושבי הכפרימ הפלסטיניימ	תושבי הכפרים הפלסטיניים	translated	0.926	DIFFERENT	
השטח	השטח	שטח	שטח	translated	0.926	DIFFERENT	
כ-14% משטח c	כ-14% משטח C	כ-16% משטח c	כ-16% משטח C	translated	0.926	DIFFERENT	
ועדת המשנה להתיישבות	ועדת המשנה להתיישבות	הוועדה להתיישבות	הוועדה להתיישבות	translated	0.926	DIFFERENT	
הסכמ שלומ בינ ישראל למצרימ	הסכם שלום בין ישראל למצרים	הסכמי ישראל-מצרימ	הסכמי ישראל-מצרים	translated	0.926	DIFFERENT	
חוק העתיקות הירדני משנת 1966	חוק העתיקות הירדני משנת 1966	סעיפ 11 לחוק העתיקות הירדני, 1966	סעיף 11 לחוק העתיקות הירדני, 1966	translated	0.926	DIFFERENT	
סעיפ 46 לתקנות הנלוות לאמנת האג (1907)	סעיף 46 לתקנות הנלוות לאמנת האג (1907)	תקנות הגלות לאמנת האג משנת 1907	תקנות הגלות לאמנת האג משנת 1907	translated	0.926	DIFFERENT	
אזור	אזור	השטח	השטח	translated	0.926	DIFFERENT	
דונמ	דונם	דונמימ	דונמים	translated	0.926	SAME	מתנחלים --[השתלטו_על]--> דונם; מתנחלים --[השתלטו_על]--> דונמים
עוטפ ירושלימ	עוטף ירושלים	יהודה ועוטפ ירושלימ	יהודה ועוטף ירושלים	translated	0.925	DIFFERENT	
קהילות הרועימ	קהילות הרועים	18 קהילות רועימ	18 קהילות רועים	translated	0.925	DIFFERENT	
צו בדבר הוראות ביטחונ (נוסח משולב) (יהודה והשומרונ) (מס' 1651)	צו בדבר הוראות ביטחון (נוסח משולב) (יהודה והשומרון) (מס' 1651)	צו בדבר הוראת בטחונ (יהודה והשומרונ) (מס' 378)	צו בדבר הוראת בטחון (יהודה והשומרון) (מס' 378)	translated	0.925	DIFFERENT	
תקנות הגלויות לאמנת האג בדבר דיני המלחמה ביבשה	תקנות הגלויות לאמנת האג בדבר דיני המלחמה ביבשה	תקנות הנלוות לאמנת האג בדבר דיני המלחמה ביבשה (1907)	תקנות הנלוות לאמנת האג בדבר דיני המלחמה ביבשה (1907)	translated	0.925	DIFFERENT	
תקנות הנלוות לאמנת האג בדבר דיני המלחמה ביבשה	תקנות הנלוות לאמנת האג בדבר דיני המלחמה ביבשה	תקנות הנלוות לאמנת האג בדבר דיני המלחמה ביבשה (1907)	תקנות הנלוות לאמנת האג בדבר דיני המלחמה ביבשה (1907)	translated	0.925	DIFFERENT	
אדמות חקלאיות פרטיות	אדמות חקלאיות פרטיות	אדמות פרטיות	אדמות פרטיות	translated	0.925	DIFFERENT	
2,700 דונמימ	2,700 דונמים	2,642 דונמימ	2,642 דונמים	translated	0.925	DIFFERENT	
4 מיליארד ש"ח	4 מיליארד ש"ח	4.7 מיליונ ₪	4.7 מיליון ₪	translated	0.925	DIFFERENT	
קרקעות פרטיות	קרקעות פרטיות	אדמות חקלאיות פרטיות	אדמות חקלאיות פרטיות	translated	0.925	DIFFERENT	
תשתיות המימ	תשתיות המים	תשתיות מימ וביוב	תשתיות מים וביוב	translated	0.925	DIFFERENT	
תשתיות מימ וביוב	תשתיות מים וביוב	תשתית המימ	תשתית המים	translated	0.925	DIFFERENT	
חברי קהילת ואדי א-סיק	חברי קהילת ואדי א-סיק	תושבי ואדי א-סיק	תושבי ואדי א-סיק	translated	0.925	SAME	חברי קהילת ואדי א-סיק --[התיישבו_על]--> דיר דובוואן; חברי קהילת ואדי א-סיק --[נעקרו_על_ידי]--> ישראל; תושבי ואדי א-סיק --[expelled_from]--> ואדי א-סיק
המשטר הישראלי	המשטר הישראלי	המשטר הצבאי הישראלי	המשטר הצבאי הישראלי	translated	0.924	DIFFERENT	
הצלב האדומ	הצלב האדום	ארגונ הצלב האדומ	ארגון הצלב האדום	translated	0.924	SAME	הצלב האדום --[denied_access_to]--> מקומות המעצר; הצלב האדום --[מחויב_לפי]--> אמנות ז'נבה השלישית והרביעית; המשטר הישראלי --[prevents_contact_with]--> ארגון הצלב האדום
23,400 דונמ	23,400 דונם	3,400 דונמ	3,400 דונם	translated	0.924	DIFFERENT	
ברוכ שפיגל	ברוך שפיגל	תאיל ברוכ שפיגל	תאיל ברוך שפיגל	translated	0.924	DIFFERENT	
היישוב	היישוב	יישוב	יישוב	translated	0.924	DIFFERENT	
people & borders, fifth collection of articles about the israeli-palestinian conflict	People & Borders, Fifth collection of articles about the Israeli-Palestinian conflict	people & borders, third collection of articles about the israeli-palestinian conflict	People & Borders, Third collection of articles about the Israeli-Palestinian conflict	translated	0.924	DIFFERENT	
מאחזי-חווה	מאחזי-חווה	מאחזי חוות	מאחזי חוות	translated	0.924	SAME	מתנחלים --[located_in]--> מאחזי-חווה; מתנחלים --[control]--> מאחזי חוות
הסהר האדומ	הסהר האדום	ארגונ הצלב האדומ	ארגון הצלב האדום	translated	0.924	DIFFERENT	
שטח אש 903	שטח אש 903	שטח אש 906	שטח אש 906	translated	0.923	DIFFERENT	
אבו מוחסינ	אבו מוחסין	אחמד אבו מוחסינ	אחמד אבו מוחסין	translated	0.923	DIFFERENT	
יישובימ חדשימ	יישובים חדשים	הקמת יישובימ חדשימ	הקמת יישובים חדשים	translated	0.923	DIFFERENT	
כביש עוקפ אל-פונדק	כביש עוקף אל-פונדק	כביש עוקפ פונדוק	כביש עוקף פונדוק	translated	0.923	SAME	כביש עוקף פונדוק --[bypasses]--> פונדוק; כביש עוקף פונדוק --[serves]--> איתמר; כביש עוקף פונדוק --[serves]--> אלון מורה; כביש עוקף פונדוק --[serves]--> הר ברכה; כביש עוקף פונדוק --[serves]--> חוות גלעד; כביש עוקף פונדוק --[serves]--> יצהר; כביש עוקף פונדוק --[serves]--> קדומים; כביש עוקף פונדוק --[serves]--> שכם
תקוע ב'	תקוע ב'	תקוע ב-ג	תקוע ב-ג	translated	0.923	DIFFERENT	
בתימ של פלסטינימ	בתים של פלסטינים	שהייה של פלסטינימ	שהייה של פלסטינים	translated	0.923	DIFFERENT	
הקמה של התנחלויות חדשות	הקמה של התנחלויות חדשות	התנחלויות חדשות	התנחלויות חדשות	translated	0.923	DIFFERENT	
כ-14% משטח c	כ-14% משטח C	כ-30% משטח c	כ-30% משטח C	translated	0.923	DIFFERENT	
דרומ הר חברונ	דרום הר חברון	אזור הר חברונ	אזור הר חברון	translated	0.923	DIFFERENT	
שטח אש 903	שטח אש 903	שטח אש מס' 906	שטח אש מס' 906	translated	0.923	DIFFERENT	
israeli ngos for human rights	Israeli NGOs for Human Rights	ארגוני זכויות אדמ ישראלימ	ארגוני זכויות אדם ישראלים	translated	0.923	DIFFERENT	
אמנת האו"מ בדבר מניעתו וענישתו של הפשע השמדת עמ	אמנת האו"ם בדבר מניעתו וענישתו של הפשע השמדת עם	האמנה למניעת רצח עמ	האמנה למניעת רצח עם	translated	0.923	DIFFERENT	
יישובימ חדשימ	יישובים חדשים	הקמה של התנחלויות חדשות	הקמה של התנחלויות חדשות	translated	0.923	DIFFERENT	
יישובימ סמוכי גבול	יישובים סמוכי גבול	ההתנחלויות הסמוכות	ההתנחלויות הסמוכות	translated	0.923	DIFFERENT	
הקמת יישובימ חדשימ	הקמת יישובים חדשים	התנחלויות חדשות	התנחלויות חדשות	translated	0.923	DIFFERENT	
חוק הקרקעות העות'מאני	חוק הקרקעות העות'מאני	חוק הקרקעות העות'מאני משנת 1858	חוק הקרקעות העות'מאני משנת 1858	translated	0.922	SAME	חוק הקרקעות העות'מאני --[applies_to]--> גדה המערבית; חוק הקרקעות העות'מאני --[contains]--> סעיף 20; חוק הקרקעות העות'מאני --[contains]--> סעיף 78; חוק הקרקעות העות'מאני --[governs]--> זכויות במקרקעין; ישראל --[utilizes]--> חוק הקרקעות העות'מאני; צה"ל --[enforces]--> חוק הקרקעות העות'מאני
סעיפ 49(6)	סעיף 49(6)	סעיפ 49	סעיף 49	translated	0.922	DIFFERENT	
בג"צ 8112/23	בג"ץ 8112/23	בג"צ 8117/23	בג"ץ 8117/23	translated	0.922	DIFFERENT	
חוות נופ אבי' (החדשה)	חוות נוף אבי' (החדשה)	חוות נופ אבי' (הישנה)	חוות נוף אבי' (הישנה)	translated	0.922	DIFFERENT	
חוק העתיקות (יהודה ושומרונ) (מס' 1166) התשמ"ו-1986	חוק העתיקות (יהודה ושומרון) (מס' 1166) התשמ"ו-1986	צו בדבר חוק העתיקות (יהודה והשומרונ) (מס' 1166), התשמ"ו-1986	צו בדבר חוק העתיקות (יהודה והשומרון) (מס' 1166), התשמ"ו-1986	translated	0.922	DIFFERENT	
אלופ פיקוד המרכז	אלוף פיקוד המרכז	מפקד פיקוד מרכז	מפקד פיקוד מרכז	translated	0.922	DIFFERENT	
שטחי a ו-b	שטחי A ו-B	שטחי a, b ו-c	שטחי A, B ו-C	translated	0.922	DIFFERENT	
אזורי a ו-b	אזורי A ו-B	שטחי a, b ו-c	שטחי A, B ו-C	translated	0.922	DIFFERENT	
בעיית הפליטימ הפלסטיניימ	בעיית הפליטים הפלסטיניים	פליטימ פלסטינימ	פליטים פלסטינים	translated	0.922	DIFFERENT	
כלואימ	כלואים	עצירימ ביטחוניימ	עצירים ביטחוניים	translated	0.922	DIFFERENT	
עצורימ	עצורים	עצירימ ביטחוניימ	עצירים ביטחוניים	translated	0.922	DIFFERENT	
חברונ	חברון	עיריית חברונ	עיריית חברון	translated	0.921	DIFFERENT	
ועדת המימ המשותפת	ועדת המים המשותפת	ועדת המימ	ועדת המים	translated	0.921	DIFFERENT	
אוניברסיטה	אוניברסיטה	אוניברסיטאות	אוניברסיטאות	translated	0.921	DIFFERENT	
קמר מישרקי אסעד	קמר מישרקי אסעד	עו"ד קמר מישריקי אסעד	עו"ד קמר מישריקי אסעד	translated	0.921	DIFFERENT	
יהודה ושומרונ	יהודה ושומרון	אוגדת אי"ש	אוגדת אי"ש	translated	0.921	DIFFERENT	
יהודה ושומרונ	יהודה ושומרון	אוגדת איו"ש	אוגדת איו"ש	translated	0.921	DIFFERENT	
יהודה ושומרונ	יהודה ושומרון	יהודה, שומרונ וחופ עזה	יהודה, שומרון וחוף עזה	translated	0.921	DIFFERENT	
בית המשפט	בית המשפט	the court	The Court	translated	0.921	DIFFERENT	
העמ הפלסטיני	העם הפלסטיני	אזרחימ פלסטינימ	אזרחים פלסטינים	translated	0.921	DIFFERENT	
שירות בתי הסוהר	שירות בתי הסוהר	מערכת הכליאה הישראלית	מערכת הכליאה הישראלית	translated	0.921	DIFFERENT	
אלופ הפיקוד	אלוף הפיקוד	מפקדימ	מפקדים	translated	0.921	DIFFERENT	
חוק הקרקעות הירדני (רכישה לצרכי ציבור), מס' 2 לשנת 1953	חוק הקרקעות הירדני (רכישה לצרכי ציבור), מס' 2 לשנת 1953	חוק האדמות הירדני משנת 1953	חוק האדמות הירדני משנת 1953	translated	0.921	SAME	ישראל --[uses_law]--> חוק הקרקעות הירדני (רכישה לצרכי ציבור), מס' 2 לשנת 1953
הסכסוכ הישראלי-פלסטיני	הסכסוך הישראלי-פלסטיני	הסכסוכ הישראלי-פלסטיני-ערבי	הסכסוך הישראלי-פלסטיני-ערבי	translated	0.92	DIFFERENT	
חוק העתיקות הירדני	חוק העתיקות הירדני	חוק העתיקות הירדני משנת 1966	חוק העתיקות הירדני משנת 1966	translated	0.92	SAME	המפקד הצבאי --[amended]--> חוק העתיקות הירדני; יחידת הארכיאולוגיה --[פועלת_מכוחם_של]--> חוק העתיקות הירדני; מדינת ישראל --[חייבת_לשמור_על]--> חוק העתיקות הירדני משנת 1966
מכונ טרומנ לשלומ	מכון טרומן לשלום	מכונ טרומנ	מכון טרומן	translated	0.92	DIFFERENT	
קרנ לשיתופ פעולה כלכלי	קרן לשיתוף פעולה כלכלי	הקרנ לשיתופ פעולה	הקרן לשיתוף פעולה	translated	0.92	DIFFERENT	
1,630 דונמ	1,630 דונם	1,640 דונמ	1,640 דונם	translated	0.92	DIFFERENT	
1,630 דונמ	1,630 דונם	1,800 דונמ	1,800 דונם	translated	0.92	DIFFERENT	
ארבע התנחלויות חדשות	ארבע התנחלויות חדשות	התנחלויות חדשות	התנחלויות חדשות	translated	0.92	DIFFERENT	
העתיקות	העתיקות	אתרי העתיקות	אתרי העתיקות	translated	0.92	DIFFERENT	
עתיקות	עתיקות	אתרי העתיקות	אתרי העתיקות	translated	0.92	DIFFERENT	
כ-16% משטח c	כ-16% משטח C	כ-30% משטח c	כ-30% משטח C	translated	0.92	DIFFERENT	
כיתות כוננות עירוניות	כיתות כוננות עירוניות	כיתות כוננות שכונתיות	כיתות כוננות שכונתיות	translated	0.92	DIFFERENT	
משפחה	משפחה	משפחות	משפחות	translated	0.92	DIFFERENT	
עתירות	עתירות	פניות ועתירות	פניות ועתירות	translated	0.92	DIFFERENT	
בית המשפט	בית המשפט	בתי המשפט	בתי המשפט	translated	0.92	DIFFERENT	
משרד הבריאות בעזה	משרד הבריאות בעזה	משרד הבריאות הפלסטיני	משרד הבריאות הפלסטיני	translated	0.92	SAME	משרד הבריאות בעזה --[reported_deaths_in]--> רצועת עזה; משרד הבריאות הפלסטיני --[located_in]--> עזה
ארבע התנחלויות חדשות	ארבע התנחלויות חדשות	יישובימ חדשימ	יישובים חדשים	translated	0.92	DIFFERENT	
הסדר המקרקעינ	הסדר המקרקעין	רישומ המקרקעינ	רישום המקרקעין	translated	0.92	DIFFERENT	
מכינה קדמ צבאית ישיבתית - בית-יתיר	מכינה קדם צבאית ישיבתית - בית-יתיר	מכינת בית יתיר	מכינת בית יתיר	translated	0.92	SAME	משרד החקלאות --[transfers_funds_to]--> מכינה קדם צבאית ישיבתית - בית-יתיר; משרד החקלאות --[העביר_כספים_ל]--> מכינת בית יתיר
חוות דעת ביניימ - המאחזימ הבלתי מורשימ	חוות דעת ביניים - המאחזים הבלתי מורשים	חוות הדעת בנושא מאחזימ בלתי מורשימ	חוות הדעת בנושא מאחזים בלתי מורשים	translated	0.92	DIFFERENT	
בית עילית	בית עילית	בית"ר עילית	בית"ר עילית	translated	0.919	DIFFERENT	
1,500 דונמ	1,500 דונם	26,500 דונמ	26,500 דונם	translated	0.919	DIFFERENT	
ביתר עילית-גבעות	ביתר עילית-גבעות	כביש ביתר עילית-גבעות	כביש ביתר עילית-גבעות	translated	0.919	DIFFERENT	
הזכות לקניינ פרטי	הזכות לקניין פרטי	זכות לקניינ	זכות לקניין	translated	0.919	DIFFERENT	
אדמות	אדמות	האדמות	האדמות	translated	0.919	SAME	אדמות --[located_in]--> בקעת הירדן; אדמות --[located_in]--> מדבר יהודה; חוות הצאן --[מוקמות_על]--> אדמות; ישראל --[השתלטות_על]--> אדמות; משפחת מוסא --[owned]--> אדמות; מתנחלים --[השתלטו_על]--> אדמות; מתנחלים --[משתלטים_על]--> אדמות; פלסטינים --[used]--> אדמות; רועים פלסטינים --[רועים_ב]--> אדמות; מתנחלים --[cultivate]--> האדמות; מתנחלים --[graze_in]--> האדמות; מתנחלי החוות --[השתלטות_על]--> האדמות
בדואימ-פלסטינימ	בדואים-פלסטינים	הבדואימ	הבדואים	translated	0.919	DIFFERENT	
הזכות לקניינ פרטי	הזכות לקניין פרטי	זכות הקניינ	זכות הקניין	translated	0.919	DIFFERENT	
הכנסיות	הכנסיות	כנסייה	כנסייה	translated	0.919	DIFFERENT	
מג"ב איו"ש	מג"ב איו"ש	משטרת ש"י	משטרת ש"י	translated	0.919	DIFFERENT	
סעיפ 43 לתקנות הנלוות לאמנת האג (1907)	סעיף 43 לתקנות הנלוות לאמנת האג (1907)	תקנה 43 לתקנות הגלויות לאמנת האג בדבר דיני המלחמה ביבשה משנת 1907	תקנה 43 לתקנות הגלויות לאמנת האג בדבר דיני המלחמה ביבשה משנת 1907	translated	0.919	DIFFERENT	
רשיונות רעיה	רשיונות רעיה	הסכמ הרשאה למרעה	הסכם הרשאה למרעה	translated	0.919	DIFFERENT	
בעלויות קרקע	בעלויות קרקע	סטטוס הבעלות על הקרקעות	סטטוס הבעלות על הקרקעות	translated	0.919	DIFFERENT	
בעלות על קרקעות	בעלות על קרקעות	סטטוס הבעלות על הקרקעות	סטטוס הבעלות על הקרקעות	translated	0.919	DIFFERENT	
יישובימ יהודיימ באיו"ש לפי דפוס התיישבות	יישובים יהודיים באיו"ש לפי דפוס התיישבות	יישובימ יהודיימ באיו"ש לפי שיוכ ארגוני	יישובים יהודיים באיו"ש לפי שיוך ארגוני	translated	0.919	DIFFERENT	
דיר ג'יר	דיר ג'יר	דיר ג'ירר	דיר ג'ירר	translated	0.918	DIFFERENT	
דיר ג'ריר	דיר ג'ריר	דיר ג'ירר	דיר ג'ירר	translated	0.918	SAME	דיר ג'ריר --[located_in]--> הגדה המערבית; דיר ג'ריר --[located_in]--> רמאללה; כוכב השחר --[located_in]--> דיר ג'ריר; כוכב השחר --[שולט_על]--> דיר ג'ריר; כוכב השחר --[located_in]--> דיר ג'ירר
אזרחי ישראל	אזרחי ישראל	אזרחי ישראל הפלסטינימ	אזרחי ישראל הפלסטינים	translated	0.918	DIFFERENT	
וועדה לביקורת המדינה	וועדה לביקורת המדינה	וועדה לענייני ביקורת המדינה	וועדה לענייני ביקורת המדינה	translated	0.918	DIFFERENT	
צו צבאי מספר 12/72	צו צבאי מספר 12/72	צו צבאי מספר 13/72	צו צבאי מספר 13/72	translated	0.918	DIFFERENT	
אזרחימ ישראלימ	אזרחים ישראלים	אזרחי ישראל הפלסטינימ	אזרחי ישראל הפלסטינים	translated	0.918	DIFFERENT	
15,500 דונמ	15,500 דונם	3,500 דונמימ	3,500 דונמים	translated	0.918	DIFFERENT	
jewish settlers	Jewish settlers	היישובימ היהודיימ	היישובים היהודיים	translated	0.918	SAME	Jewish settlers --[located_in]--> הגדה המערבית; היישובים היהודיים --[located_in]--> יהודה ושומרון; היישובים היהודיים --[הוקמו_ב]--> גדה המערבית; היישובים היהודיים --[נמצאים_ב]--> יהודה ושומרון
מעצר מינהלי	מעצר מינהלי	עצורימ מינהליימ	עצורים מינהליים	translated	0.918	DIFFERENT	
מעצר מינהלי	מעצר מינהלי	עצירימ מנהליימ	עצירים מנהליים	translated	0.918	DIFFERENT	
צוות קו כחול	צוות קו כחול	קו כחול	קו כחול	translated	0.917	DIFFERENT	
זיתימ	זיתים	הזיתימ	הזיתים	translated	0.917	DIFFERENT	
הממונה על הרכוש הממשלתי	הממונה על הרכוש הממשלתי	הממונה על הרכוש הממשלתי הנטוש	הממונה על הרכוש הממשלתי הנטוש	translated	0.917	DIFFERENT	
סעיפ 5 בצו 59	סעיף 5 בצו 59	סעיפ 5 בצו 59 בתחיקה הצבאית	סעיף 5 בצו 59 בתחיקה הצבאית	translated	0.917	DIFFERENT	
צו תפיסה	צו תפיסה	צו תפיסה 24/23	צו תפיסה 24/23	translated	0.917	DIFFERENT	
הימ	הים	ימ	ים	translated	0.917	DIFFERENT	
מתיישבימ אידיאולוגיימ	מתיישבים אידיאולוגיים	המתיישבימ האידיאולוגיימ הלא-ממלכתיימ	המתיישבים האידיאולוגיים הלא-ממלכתיים	translated	0.917	DIFFERENT	
צו התפיסה	צו התפיסה	צו תפיסה 24/23	צו תפיסה 24/23	translated	0.917	DIFFERENT	
משרד החוצ הישראלי	משרד החוץ הישראלי	israeli ministry of foreign affairs	Israeli Ministry of Foreign Affairs	translated	0.917	SAME	בנימין נתניהו --[heads]--> משרד החוץ הישראלי; משרד החוץ הישראלי --[published]--> התנחלויות ישראליות והמשפט הבינלאומי
תל (ח'רבת) עלמית	תל (ח'רבת) עלמית	תל עלמית	תל עלמית	translated	0.917	SAME	תל (ח'רבת) עלמית --[identified_with]--> עלמון; תל (ח'רבת) עלמית --[נכלל_בתחום_שיפוט_של]--> ענתות-עלמון
אמנת ז'נבה הרביעית [1949]	אמנת ז'נבה הרביעית [1949]	אמנת ז'נבה הרביעית בדבר הגנה על אזרחימ בזמנ מלחמה (1949)	אמנת ז'נבה הרביעית בדבר הגנה על אזרחים בזמן מלחמה (1949)	translated	0.917	SAME	ישראל --[violated]--> אמנת ז'נבה הרביעית [1949]; אמנת ז'נבה הרביעית בדבר הגנה על אזרחים בזמן מלחמה (1949) --[adopted_in]--> 1949
ג'האלינ	ג'האלין	הג'אהלינ	הג'אהלין	translated	0.917	DIFFERENT	
סגנ שר הביטחונ	סגן שר הביטחון	עוזר שר הביטחונ לענייני התיישבות	עוזר שר הביטחון לענייני התיישבות	translated	0.917	DIFFERENT	
דרכ	דרך	הכביש	הכביש	translated	0.917	DIFFERENT	
אמנת ז'נבה הרביעית	אמנת ז'נבה הרביעית	אמנת ז'נבה הרביעית [1949]	אמנת ז'נבה הרביעית [1949]	translated	0.916	SAME	אמנת ז'נבה הרביעית --[אוסרת_על]--> העברה בכפייה של אוכלוסייה; אמנת ז'נבה הרביעית --[אוסרת]--> ביזה של רכוש פרטי; סעיף 43 --[part_of]--> אמנת ז'נבה הרביעית; סעיף 49(6) --[part_of]--> אמנת ז'נבה הרביעית; סעיף 49 לאמנת ז'נבה הרביעית --[part_of]--> אמנת ז'נבה הרביעית; סעיף 53 לאמנת ז'נבה הרביעית (1949) --[part_of]--> אמנת ז'נבה הרביעית; ישראל --[violated]--> אמנת ז'נבה הרביעית [1949]
משרד החינוכ	משרד החינוך	משרד החינוכ והתרבות	משרד החינוך והתרבות	translated	0.916	DIFFERENT	
רשות מקרקעי ישראל	רשות מקרקעי ישראל	מועצת רשות מקרקעי ישראל	מועצת רשות מקרקעי ישראל	translated	0.916	DIFFERENT	
בתי החולימ	בתי החולים	בית החולימ	בית החולים	translated	0.916	DIFFERENT	
הפרוטוקול השני הנלווה לאמנת האג	הפרוטוקול השני הנלווה לאמנת האג	הפרוטוקול הראשונ הנלווה לאמנת האג	הפרוטוקול הראשון הנלווה לאמנת האג	translated	0.916	DIFFERENT	
מרדכי כהנ (קדמונ)	מרדכי כהן (קדמון)	מרדכי כהנ	מרדכי כהן	translated	0.916	DIFFERENT	
שומרי משפט	שומרי משפט	שומרי משפט - רבנימ למענ זכויות האדמ	שומרי משפט - רבנים למען זכויות האדם	translated	0.916	DIFFERENT	
תקנות הנלוות לאמנת האג	תקנות הנלוות לאמנת האג	תקנות הנלוות לאמנת האג (1907)	תקנות הנלוות לאמנת האג (1907)	translated	0.916	DIFFERENT	
מתנחלימ ישראלימ	מתנחלים ישראלים	מתיישבימ יהודימ	מתיישבים יהודים	translated	0.916	DIFFERENT	
בתי החולימ	בתי החולים	בית חולימ	בית חולים	translated	0.916	DIFFERENT	
כפרימ	כפרים	הכפרימ והקהילות	הכפרים והקהילות	translated	0.916	DIFFERENT	
המתנחלימ הישראליימ	המתנחלים הישראליים	מתיישבימ יהודימ	מתיישבים יהודים	translated	0.916	DIFFERENT	
תקוע ג'	תקוע ג'	תקע	תקע	translated	0.916	DIFFERENT	
משרד השיכונ	משרד השיכון	משרד השיכונ והבינוי	משרד השיכון והבינוי	translated	0.915	SAME	משרד השיכון --[planning_with]--> גבעת העיטם; משרד השיכון --[publishes_tenders]--> בנייה בהתנחלויות; משרד השיכון --[settled]--> יישובים; משרד השיכון --[supported]--> יישובים שהוקמו ביהודה ושומרון; משרד השיכון --[בקש_לבנות_ב]--> גבעת העיטם; משרד השיכון --[מימן_תשתיות_ב]--> מאחזים; משרד השיכון --[פרסם_מכרז_ב]--> אריאל; משרד השיכון --[פרסם_מכרזים_ל]--> 1,289 יח"ד בגדה המערבית; משרד השיכון --[פרסם_מכרזים_ל]--> 520 יחידות דיור; משרד השיכון והבינוי --[דיונים_עם]--> אפרת
67 מקבצי בתימ	67 מקבצי בתים	9 מקבצי בתימ	9 מקבצי בתים	translated	0.915	DIFFERENT	
האמנה למניעת רצח עמ	האמנה למניעת רצח עם	רצח עמ	רצח עם	translated	0.915	DIFFERENT	
מדינה ערבית	מדינה ערבית	מדינה ערבית-פלשתינית	מדינה ערבית-פלשתינית	translated	0.915	DIFFERENT	
בעלות על קרקעות	בעלות על קרקעות	סוגיות של בעלות על קרקעות	סוגיות של בעלות על קרקעות	translated	0.915	DIFFERENT	
פלסטינימ	פלסטינים	יהודימ פלשתינימ	יהודים פלשתינים	translated	0.915	DIFFERENT	
חוק בדבר מניעתו וענישתו של הפשע השמדת עמ	חוק בדבר מניעתו וענישתו של הפשע השמדת עם	האמנה למניעת רצח עמ	האמנה למניעת רצח עם	translated	0.915	DIFFERENT	
26,500 דונמ	26,500 דונם	3,500 דונמימ	3,500 דונמים	translated	0.915	DIFFERENT	
אמנת הג'נוסייד	אמנת הג'נוסייד	האמנה למניעת רצח עמ	האמנה למניעת רצח עם	translated	0.915	DIFFERENT	
ארכיאולוגיה בגדה המערבית	ארכיאולוגיה בגדה המערבית	מדיניות הארכיאולוגיה של ישראל בגדה המערבית	מדיניות הארכיאולוגיה של ישראל בגדה המערבית	translated	0.915	DIFFERENT	
בעלויות קרקע	בעלויות קרקע	סוגיות של בעלות על קרקעות	סוגיות של בעלות על קרקעות	translated	0.915	SAME	המועצות האזוריות --[relates_to]--> בעלויות קרקע; נפות פלסטיניות --[relates_to]--> בעלויות קרקע; תוכנית שרון --[relates_to]--> בעלויות קרקע; בית הדין לענייני מקרקעין --[מוקם_על_מנת_להכריע_ב]--> סוגיות של בעלות על קרקעות
הקמת ההתנחלות בשילה	הקמת ההתנחלות בשילה	מתנחלי שילה	מתנחלי שילה	translated	0.915	DIFFERENT	
ארגוני זכויות אדמ	ארגוני זכויות אדם	ארגוני זכויות אדמ פלסטיניימ	ארגוני זכויות אדם פלסטיניים	translated	0.914	DIFFERENT	
מינהל מקרקעי ישראל	מינהל מקרקעי ישראל	מנהל מקרקעי ישראל	מנהל מקרקעי ישראל	translated	0.914	SAME	מינהל מקרקעי ישראל --[controlled]--> אדמות מדינה; מרדכי כהן (קדמון) --[sent_document_to]--> מינהל מקרקעי ישראל; רפאל ורדי --[sent_letter_to]--> מינהל מקרקעי ישראל; מנהל מקרקעי ישראל --[הודיע_ל]--> תאופיק גיבארין
מדיניות התכנונ והבנייה	מדיניות התכנון והבנייה	התכנונ והבנייה	התכנון והבנייה	translated	0.914	DIFFERENT	
ראש תחומ תשתיות	ראש תחום תשתיות	ראש תחומ תשתיות במינהל האזרחי	ראש תחום תשתיות במינהל האזרחי	translated	0.914	DIFFERENT	
פינוי יישובימ	פינוי יישובים	ההחלטה לפנות יישובימ	ההחלטה לפנות יישובים	translated	0.914	DIFFERENT	
תקוע ב-ג	תקוע ב-ג	תקע	תקע	translated	0.914	DIFFERENT	
תקנות הגלות לאמנת האג משנת 1907	תקנות הגלות לאמנת האג משנת 1907	תקנות הנלוות לאמנת האג	תקנות הנלוות לאמנת האג	translated	0.914	DIFFERENT	
